tx_sign,base_call,in_wsprnet,in_wsprdaemon,source_class,quality_tier,modal_grid,grid_precision,lat,lon,hemisphere,abs_lat,cgm_lat,abs_cgm_lat,n_days_active,n_spots_wsprnet
VK3PRA,VK3PRA,True,True,both,B,QF21,4.0,-38.5,145.0,S,38.5,-48.899,48.899,7,461
VK3PTR,VK3PTR,True,True,both,B,QF23ro,6.0,-36.3958,145.4583,S,36.3958,-46.569,46.569,9,2838
VK3QB,VK3QB,True,True,both,A,QF21vn,6.0,-38.4375,145.7917,S,38.4375,-48.749,48.749,69,113223
VK3QD,VK3QD,True,True,both,A,QF22ik,6.0,-37.5625,144.7083,S,37.5625,-47.91,47.91,165,44939
VK3QN,VK3QN,True,True,both,A,QF22,4.0,-37.5,145.0,S,37.5,-47.813,47.813,291,2841267
VK3QPR,VK3QPR,True,True,both,B,QF22qf,6.0,-37.7708,145.375,S,37.7708,-48.069,48.069,5,69
VK3RMV,VK3RMV,True,True,both,B,QF12ah,6.0,-37.6875,142.0417,S,37.6875,-48.3,48.3,76,1337
VK3SLE,VK3SLE,True,True,both,A,QF22na,6.0,-37.9792,145.125,S,37.9792,-48.321,48.321,77,6996
VK3SPG,VK3SPG,True,True,both,B,QF33ex,6.0,-36.0208,146.375,S,36.0208,-46.07,46.07,69,6276
VK3SPM,VK3SPM,True,True,both,A,QF22mb,6.0,-37.9375,145.0417,S,37.9375,-48.284,48.284,94,51199
VK3STO,VK3STO,True,True,both,B,QF22,4.0,-37.5,145.0,S,37.5,-47.813,47.813,6,838
VK3TAF,VK3TAF,True,True,both,A,QF22,4.0,-37.5,145.0,S,37.5,-47.813,47.813,10,221
VK3TCM,VK3TCM,True,True,both,B,QF22,4.0,-37.5,145.0,S,37.5,-47.813,47.813,3,1117
VK3TFH,VK3TFH,True,True,both,A,QF11co,6.0,-38.3958,142.2083,S,38.3958,-49.059,49.059,383,422667
VK3TMK,VK3TMK,True,True,both,B,QF21,4.0,-38.5,145.0,S,38.5,-48.899,48.899,5,4875
VK3TPM,VK3TPM,True,True,both,A,QF22ds,6.0,-37.2292,144.2917,S,37.2292,-47.589,47.589,37,67557
VK3TXR,VK3TXR,True,True,both,B,QF12wj,6.0,-37.6042,143.875,S,37.6042,-48.038,48.038,9,4789
VK3UBU,VK3UBU,True,True,both,A,QF22nc,6.0,-37.8958,145.125,S,37.8958,-48.23,48.23,15,712
VK3VB,VK3VB,True,True,both,B,QF21pw,6.0,-38.0625,145.2917,S,38.0625,-48.394,48.394,16,6355
VK3VDP,VK3VDP,True,True,both,B,QF22mb,6.0,-37.9375,145.0417,S,37.9375,-48.284,48.284,3,1121
VK3WHI,VK3WHI,True,True,both,A,QF22,4.0,-37.5,145.0,S,37.5,-47.813,47.813,18,390
VK3WHO,VK3WHO,True,True,both,B,QF22rl,6.0,-37.5208,145.4583,S,37.5208,-47.789,47.789,3,1282
VK3WOW,VK3WOW,True,True,both,B,QF22ne,6.0,-37.8125,145.125,S,37.8125,-48.14,48.14,7,6635
VK3WRE,VK3WRE,True,False,wsprnet_only,B,QF31gt,6.0,-38.1875,146.5417,S,38.1875,-48.397,48.397,5,108
VK3WWB,VK3WWB,True,True,both,B,QF22,4.0,-37.5,145.0,S,37.5,-47.813,47.813,4,5173
VK3XF,VK3XF,True,True,both,A,QF21,4.0,-38.5,145.0,S,38.5,-48.899,48.899,18,31168
VK3XQ,VK3XQ,True,True,both,B,QF22pe,6.0,-37.8125,145.2917,S,37.8125,-48.123,48.123,64,106452
VK3YCQ,VK3YCQ,True,True,both,B,QF21hv,6.0,-38.1042,144.625,S,38.1042,-48.507,48.507,30,1493
VK3YE,VK3YE,True,True,both,A,QF21nw,6.0,-38.0625,145.125,S,38.0625,-48.411,48.411,73,66366
VK3YGO,VK3YGO,True,False,wsprnet_only,B,QF21,4.0,-38.5,145.0,S,38.5,-48.899,48.899,3,44
VK3ZAG,VK3ZAG,True,True,both,B,QF22,4.0,-37.5,145.0,S,37.5,-47.813,47.813,9,1210
VK3ZAI,VK3ZAI,True,True,both,A,QF22ob,6.0,-37.9375,145.2083,S,37.9375,-48.267,48.267,21,56528
VK3ZAZ,VK3ZAZ,True,False,wsprnet_only,A,QF12ah,6.0,-37.6875,142.0417,S,37.6875,-48.3,48.3,52,958
VK3ZH,VK3ZH,True,True,both,B,QF22oe,6.0,-37.8125,145.2083,S,37.8125,-48.131,48.131,42,10518
VK3ZJP,VK3ZJP,True,True,both,A,QF22md,6.0,-37.8542,145.0417,S,37.8542,-48.193,48.193,27,4107
VK3ZTE,VK3ZTE,True,True,both,A,QF22kg,6.0,-37.7292,144.875,S,37.7292,-48.075,48.075,326,140016
VK3ZUM,VK3ZUM,True,True,both,B,QF21kp,6.0,-38.3542,144.875,S,38.3542,-48.754,48.754,21,1133
VK3ZYC,VK3ZYC,True,False,wsprnet_only,B,QF31nt,6.0,-38.1875,147.125,S,38.1875,-48.333,48.333,9,683
VK3ZZC,VK3ZZC,True,True,both,B,QF21nw,6.0,-38.0625,145.125,S,38.0625,-48.411,48.411,76,59247
VK4AAN,VK4AAN,True,True,both,B,QG61ah,6.0,-28.6875,152.0417,S,28.6875,-37.587,37.587,39,24998
VK4ABU,VK4ABU,True,True,both,A,QG62,4.0,-27.5,153.0,S,27.5,-36.21,36.21,315,258377
VK4ACO,VK4ACO,True,True,both,B,QG56gp,6.0,-23.3542,150.5417,S,23.3542,-32.066,32.066,9,1881
VK4AEX,VK4AEX,True,True,both,B,QH30,4.0,-19.5,147.0,S,19.5,-28.294,28.294,5,156
VK4AFU,VK4AFU,True,True,both,A,QG61px,6.0,-28.0208,153.2917,S,28.0208,-36.73,36.73,52,19544
VK4AGO,VK4AGO,True,True,both,B,QG61,4.0,-28.5,153.0,S,28.5,-37.276,37.276,7,28723
VK4AGR,VK4AGR,True,True,both,B,QG53wg,6.0,-26.7292,151.875,S,26.7292,-35.517,35.517,3,6189
VK4AGU,VK4AGU,True,True,both,A,QG62ln,6.0,-27.4375,152.9583,S,27.4375,-36.148,36.148,81,68907
VK4AJI,VK4AJI,True,True,both,A,QH23,4.0,-16.5,145.0,S,16.5,-25.258,25.258,25,424
VK4APF,VK4APF,True,True,both,B,QG62nm,6.0,-27.4792,153.125,S,27.4792,-36.173,36.173,7,11918
VK4ASE,VK4ASE,True,True,both,B,QG52xn,6.0,-27.4375,151.9583,S,27.4375,-36.263,36.263,24,16838
VK4ATV,VK4ATV,True,True,both,A,QH30,4.0,-19.5,147.0,S,19.5,-28.294,28.294,395,583841
VK4BA,VK4BA,True,True,both,A,QG62,4.0,-27.5,153.0,S,27.5,-36.21,36.21,386,464739
VK4BAP,VK4BAP,True,True,both,A,QG49la,6.0,-20.9792,148.9583,S,20.9792,-29.697,29.697,50,56055
VK4CBW,VK4CBW,True,True,both,B,QG62ll,6.0,-27.5208,152.9583,S,27.5208,-36.237,36.237,5,1069
VK4CHW,VK4CHW,True,True,both,B,QG62lh,6.0,-27.6875,152.9583,S,27.6875,-36.415,36.415,3,147
VK4CJ,VK4CJ,True,True,both,B,QG62ol,6.0,-27.5208,153.2083,S,27.5208,-36.208,36.208,4,208
VK4CRO,VK4CRO,True,True,both,A,QG62om,6.0,-27.4792,153.2083,S,27.4792,-36.163,36.163,60,10305
VK4CZ,VK4CZ,True,False,wsprnet_only,B,QG62lp,6.0,-27.3542,152.9583,S,27.3542,-36.06,36.06,3,98
VK4DBY,VK4DBY,True,True,both,A,QG62lq,6.0,-27.3125,152.9583,S,27.3125,-36.015,36.015,62,16090
VK4DPP,VK4DPP,True,True,both,B,QG62lo,6.0,-27.3958,152.9583,S,27.3958,-36.104,36.104,3,3173
VK4DRB,VK4DRB,True,True,both,B,QG62il,6.0,-27.5208,152.7083,S,27.5208,-36.266,36.266,3,81
VK4ECW,VK4ECW,True,True,both,B,QG62ll,6.0,-27.5208,152.9583,S,27.5208,-36.237,36.237,24,3266
VK4EF,VK4EF,True,True,both,A,QG62oi,6.0,-27.6458,153.2083,S,27.6458,-36.341,36.341,14,24024
VK4EKA,VK4EKA,True,True,both,A,QG62ap,6.0,-27.3542,152.0417,S,27.3542,-36.165,36.165,171,4379
VK4EV,VK4EV,True,True,both,B,QG62lo,6.0,-27.3958,152.9583,S,27.3958,-36.104,36.104,9,181
VK4FAW,VK4FAW,True,True,both,B,QH23ua,6.0,-16.9792,145.7083,S,16.9792,-25.719,25.719,3,3507
VK4FI,VK4FI,True,True,both,B,QG52xm,6.0,-27.4792,151.9583,S,27.4792,-36.307,36.307,5,1755
VK4FP,VK4FP,True,True,both,B,QH30ip,6.0,-19.3542,146.7083,S,19.3542,-28.161,28.161,9,707
VK4FRZ,VK4FRZ,True,True,both,B,QG62ml,6.0,-27.5208,153.0417,S,27.5208,-36.227,36.227,9,233
VK4FSD/1,VK4FSD,True,True,both,B,QG62lg,6.0,-27.7292,152.9583,S,27.7292,-36.459,36.459,6,7922
VK4GAV,VK4GAV,True,True,both,B,QG64hg,6.0,-25.7292,152.625,S,25.7292,-34.368,34.368,5,179
VK4GAW,VK4GAW,True,True,both,A,QG62ns,6.0,-27.2292,153.125,S,27.2292,-35.907,35.907,82,33488
VK4GC,VK4GC,True,True,both,B,QG62mj,6.0,-27.6042,153.0417,S,27.6042,-36.316,36.316,4,4392
VK4GDP,VK4GDP,True,True,both,B,QG62ll,6.0,-27.5208,152.9583,S,27.5208,-36.237,36.237,15,6903
VK4GEO,VK4GEO,True,True,both,A,PG99sg,6.0,-20.7292,139.5417,S,20.7292,-30.025,30.025,15,9067
VK4GTR,VK4GTR,True,True,both,B,QG43jk,6.0,-26.5625,148.7917,S,26.5625,-35.659,35.659,5,1718
VK4GU,VK4GU,True,True,both,B,QG62mt,6.0,-27.1875,153.0417,S,27.1875,-35.872,35.872,11,5871
VK4HM,VK4HM,True,True,both,A,QH23ue,6.0,-16.8125,145.7083,S,16.8125,-25.543,25.543,12,8737
VK4HMD,VK4HMD,True,False,wsprnet_only,B,QG52xk,6.0,-27.5625,151.9583,S,27.5625,-36.396,36.396,52,4048
VK4IKZ,VK4IKZ,True,True,both,A,QG63le,6.0,-26.8125,152.9583,S,26.8125,-35.483,35.483,32,7364
VK4IW,VK4IW,True,True,both,A,QG62mo,6.0,-27.3958,153.0417,S,27.3958,-36.094,36.094,49,73885
VK4JAO,VK4JAO,True,True,both,B,QG63ne,6.0,-26.8125,153.125,S,26.8125,-35.463,35.463,106,8502
VK4JAS,VK4JAS,True,True,both,B,QG62ms,6.0,-27.2292,153.0417,S,27.2292,-35.917,35.917,48,14806
VK4JAZ,VK4JAZ,True,True,both,B,QG62on,6.0,-27.4375,153.2083,S,27.4375,-36.119,36.119,5,132
VK4KI,VK4KI,True,True,both,B,QG62lu,6.0,-27.1458,152.9583,S,27.1458,-35.838,35.838,8,34761
VK4KL,VK4KL,True,True,both,B,QG45,4.0,-24.5,149.0,S,24.5,-33.437,33.437,3,861
VK4KLA,VK4KLA,True,True,both,B,QG62jv,6.0,-27.1042,152.7917,S,27.1042,-35.813,35.813,4,343
VK4KM,VK4KM,True,True,both,A,QG62ju,6.0,-27.1458,152.7917,S,27.1458,-35.857,35.857,28,4480
VK4KSB,VK4KSB,True,True,both,B,QG53,4.0,-26.5,151.0,S,26.5,-35.368,35.368,3,15
VK4KTD,VK4KTD,True,True,both,B,QG63,4.0,-26.5,153.0,S,26.5,-35.145,35.145,36,4492
VK4KWS,VK4KWS,True,True,both,A,QG56fn,6.0,-23.4375,150.4583,S,23.4375,-32.163,32.163,10,6238
VK4LA,VK4LA,True,True,both,A,QG62,4.0,-27.5,153.0,S,27.5,-36.21,36.21,149,46322
VK4LAH,VK4LAH,True,True,both,A,QG62nk,6.0,-27.5625,153.125,S,27.5625,-36.262,36.262,146,152259
VK4LCH,VK4LCH,True,False,wsprnet_only,B,QG62,4.0,-27.5,153.0,S,27.5,-36.21,36.21,3,12
VK4LL,VK4LL,True,True,both,B,QG62mj,6.0,-27.6042,153.0417,S,27.6042,-36.316,36.316,3,303
VK4LTF,VK4LTF,True,True,both,B,QG62lj,6.0,-27.6042,152.9583,S,27.6042,-36.326,36.326,5,6766
VK4MOT,VK4MOT,True,True,both,A,QG62,4.0,-27.5,153.0,S,27.5,-36.21,36.21,105,123357
VK4NB,VK4NB,True,True,both,A,QG48pi,6.0,-21.6458,149.2917,S,21.6458,-30.373,30.373,22,53545
VK4NE,VK4NE,True,True,both,B,QG62nj,6.0,-27.6042,153.125,S,27.6042,-36.306,36.306,395,930401
VK4NE/P,VK4NE,True,True,both,B,QG62nj,6.0,-27.6042,153.125,S,27.6042,-36.306,36.306,3,198
VK4NQL,VK4NQL,True,True,both,A,QH30hq,6.0,-19.3125,146.625,S,19.3125,-28.123,28.123,317,89393
VK4OCD,VK4OCD,True,True,both,B,QG62oh,6.0,-27.6875,153.2083,S,27.6875,-36.385,36.385,3,67
VK4OLD,VK4OLD,True,True,both,A,QG56gp,6.0,-23.3542,150.5417,S,23.3542,-32.066,32.066,13,1114
VK4OZZ,VK4OZZ,True,True,both,B,QG62,4.0,-27.5,153.0,S,27.5,-36.21,36.21,6,10052
VK4PAA,VK4PAA,True,True,both,B,QG62mm,6.0,-27.4792,153.0417,S,27.4792,-36.183,36.183,5,321
VK4PDG,VK4PDG,True,True,both,B,QG65ed,6.0,-24.8542,152.375,S,24.8542,-33.465,33.465,8,327
VK4PHD,VK4PHD,True,True,both,B,QG62nw,6.0,-27.0625,153.125,S,27.0625,-35.729,35.729,5,1111
VK4PJC,VK4PJC,True,True,both,B,QG62,4.0,-27.5,153.0,S,27.5,-36.21,36.21,25,16352
VK4PK,VK4PK,True,True,both,B,QG62,4.0,-27.5,153.0,S,27.5,-36.21,36.21,354,830895
VK4PPZ,VK4PPZ,True,True,both,A,QG62mm,6.0,-27.4792,153.0417,S,27.4792,-36.183,36.183,31,3055
VK4PSW,VK4PSW,True,True,both,A,QG62ns,6.0,-27.2292,153.125,S,27.2292,-35.907,35.907,154,36742
VK4QAM,VK4QAM,True,True,both,B,QG62nl,6.0,-27.5208,153.125,S,27.5208,-36.218,36.218,22,3605
VK4QJW,VK4QJW,True,False,wsprnet_only,B,QG54,4.0,-25.5,151.0,S,25.5,-34.302,34.302,7,17
VK4QW,VK4QW,True,True,both,A,QG62ls,6.0,-27.2292,152.9583,S,27.2292,-35.926,35.926,395,128412
VK4RBC,VK4RBC,True,False,wsprnet_only,A,QG62ku,6.0,-27.1458,152.875,S,27.1458,-35.847,35.847,21,267
VK4RR,VK4RR,True,True,both,B,QG62nn,6.0,-27.4375,153.125,S,27.4375,-36.129,36.129,10,53
VK4RV,VK4RV,True,True,both,B,QG62ku,6.0,-27.1458,152.875,S,27.1458,-35.847,35.847,9,27571
VK4SA,VK4SA,True,True,both,A,QG62,4.0,-27.5,153.0,S,27.5,-36.21,36.21,30,78195
VK4SQ,VK4SQ,True,True,both,B,QG62nj,6.0,-27.6042,153.125,S,27.6042,-36.306,36.306,7,875
VK4STC,VK4STC,True,True,both,A,QG62ni,6.0,-27.6458,153.125,S,27.6458,-36.351,36.351,89,8753
VK4SU,VK4SU,True,True,both,A,QG63ng,6.0,-26.7292,153.125,S,26.7292,-35.375,35.375,27,1863
VK4TDI,VK4TDI,True,True,both,B,QG62lm,6.0,-27.4792,152.9583,S,27.4792,-36.193,36.193,31,116395
VK4TMH,VK4TMH,True,True,both,A,QG56fk,6.0,-23.5625,150.4583,S,23.5625,-32.296,32.296,365,943312
VK4TMT,VK4TMT,True,True,both,B,QG62,4.0,-27.5,153.0,S,27.5,-36.21,36.21,395,1279289
VK4TVL,VK4TVL,True,True,both,B,QH30jo,6.0,-19.3958,146.7917,S,19.3958,-28.199,28.199,6,264
VK4UE,VK4UE,True,True,both,B,QG56gp,6.0,-23.3542,150.5417,S,23.3542,-32.066,32.066,4,10433
VK4UTT,VK4UTT,True,True,both,A,QG63,4.0,-26.5,153.0,S,26.5,-35.145,35.145,21,543
VK4UV,VK4UV,True,True,both,B,QG62lj,6.0,-27.6042,152.9583,S,27.6042,-36.326,36.326,65,3182
VK4VS,VK4VS,True,True,both,B,QG51xm,6.0,-28.4792,151.9583,S,28.4792,-37.374,37.374,4,2641
VK4WC,VK4WC,True,True,both,A,QG61mx,6.0,-28.0208,153.0417,S,28.0208,-36.76,36.76,10,15715
VK4WCH,VK4WCH,True,True,both,A,QG46bi,6.0,-23.6458,148.125,S,23.6458,-32.607,32.607,136,394936
VK4WGR,VK4WGR,True,True,both,B,QG62ms,6.0,-27.2292,153.0417,S,27.2292,-35.917,35.917,169,212484
VK4WSG,VK4WSG,True,True,both,B,QH30jr,6.0,-19.2708,146.7917,S,19.2708,-28.067,28.067,79,31916
VK4WSP,VK4WSP,True,True,both,B,QG62ki,6.0,-27.6458,152.875,S,27.6458,-36.38,36.38,3,1520
VK4WTZ,VK4WTZ,True,True,both,A,QG54,4.0,-25.5,151.0,S,25.5,-34.302,34.302,244,271884
VK4XDB,VK4XDB,True,True,both,A,QG62jk,6.0,-27.5625,152.7917,S,27.5625,-36.301,36.301,241,243369
VK4XK,VK4XK,True,True,both,A,QG56dm,6.0,-23.4792,150.2917,S,23.4792,-32.224,32.224,272,529930
VK4XUK,VK4XUK,True,True,both,A,QH22,4.0,-17.5,145.0,S,17.5,-26.316,26.316,17,3958
VK4YB,VK4YB,True,True,both,A,QG62ku,6.0,-27.1458,152.875,S,27.1458,-35.847,35.847,379,33861
VK4YEH,VK4YEH,True,True,both,A,QG62ll,6.0,-27.5208,152.9583,S,27.5208,-36.237,36.237,266,332509
VK4YOY,VK4YOY,True,True,both,A,QG62kq,6.0,-27.3125,152.875,S,27.3125,-36.025,36.025,28,76811
VK4ZHF,VK4ZHF,True,True,both,B,QG62oh,6.0,-27.6875,153.2083,S,27.6875,-36.385,36.385,4,227
VK5AAR,VK5AAR,True,True,both,B,PF98fc,6.0,-31.8958,138.4583,S,31.8958,-42.226,42.226,115,11950
VK5ABG,VK5ABG,True,True,both,B,PF94gq,6.0,-35.3125,138.5417,S,35.3125,-45.976,45.976,5,2349
VK5ADE,VK5ADE,True,True,both,A,PF94hj,6.0,-35.6042,138.625,S,35.6042,-46.291,46.291,93,6858
VK5AJ,VK5AJ,True,True,both,B,PF87wl,6.0,-32.5208,137.875,S,32.5208,-42.949,42.949,6,277
VK5AK,VK5AK,True,True,both,B,PF95jd,6.0,-34.8542,138.7917,S,34.8542,-45.454,45.454,33,34857
VK5AKK,VK5AKK,True,True,both,B,PF94ix,6.0,-35.0208,138.7083,S,35.0208,-45.643,45.643,104,25282
VK5AOK,VK5AOK,True,True,both,B,PF95,4.0,-34.5,139.0,S,34.5,-45.05,45.05,3,231
VK5ATN,VK5ATN,True,True,both,B,PF95fu,6.0,-34.1458,138.4583,S,34.1458,-44.698,44.698,9,3216
VK5AYD,VK5AYD,True,False,wsprnet_only,A,PF97ja,6.0,-32.9792,138.7917,S,32.9792,-43.394,43.394,24,658
VK5AZL,VK5AZL,True,True,both,B,PF95ih,6.0,-34.6875,138.7083,S,34.6875,-45.277,45.277,6,2736
VK5BC/P,VK5BC,True,False,wsprnet_only,B,PF85mc,6.0,-34.8958,137.0417,S,34.8958,-45.618,45.618,4,119
VK5BL,VK5BL,True,True,both,A,PF96he,6.0,-33.8125,138.625,S,33.8125,-44.321,44.321,15,265
VK5BTN,VK5BTN,True,True,both,A,PF95,4.0,-34.5,139.0,S,34.5,-45.05,45.05,41,46011
VK5CIW,VK5CIW,True,True,both,B,PF95ff,6.0,-34.7708,138.4583,S,34.7708,-45.386,45.386,5,136
VK5CJG,VK5CJG,True,True,both,A,PF94,4.0,-35.5,139.0,S,35.5,-46.149,46.149,24,17498
VK5CZ,VK5CZ,True,True,both,B,PF96hd,6.0,-33.8542,138.625,S,33.8542,-44.366,44.366,18,719
VK5DC,VK5DC,True,True,both,B,PF94kw,6.0,-35.0625,138.875,S,35.0625,-45.677,45.677,5,330
VK5DOC,VK5DOC,True,True,both,B,PF95gc,6.0,-34.8958,138.5417,S,34.8958,-45.517,45.517,7,803
VK5DR,VK5DR,True,True,both,A,PF95,4.0,-34.5,139.0,S,34.5,-45.05,45.05,28,91533
VK5EI,VK5EI,True,True,both,B,PF85xr,6.0,-34.2708,137.9583,S,34.2708,-44.869,44.869,5,88
VK5FQ,VK5FQ,True,False,wsprnet_only,B,PF95gc,6.0,-34.8958,138.5417,S,34.8958,-45.517,45.517,9,1055
VK5GDR,VK5GDR,True,True,both,B,PF96xt,6.0,-33.1875,139.9583,S,33.1875,-43.543,43.543,3,36
VK5GF,VK5GF,True,False,wsprnet_only,A,PF94hk,6.0,-35.5625,138.625,S,35.5625,-46.245,46.245,337,12722
VK5GY,VK5GY,True,True,both,B,PF96dt,6.0,-33.1875,138.2917,S,33.1875,-43.656,43.656,3,490
VK5II,VK5II,True,False,wsprnet_only,B,PF94ix,6.0,-35.0208,138.7083,S,35.0208,-45.643,45.643,3,62
VK5IS,VK5IS,True,True,both,B,PF96ct,6.0,-33.1875,138.2083,S,33.1875,-43.661,43.661,12,2490
VK5JK,VK5JK,True,True,both,A,PF94fs,6.0,-35.2292,138.4583,S,35.2292,-45.89,45.89,10,508
VK5JPH,VK5JPH,True,True,both,B,PF94hp,6.0,-35.3542,138.625,S,35.3542,-46.016,46.016,9,185
VK5KDO,VK5KDO,True,True,both,A,PF94hk,6.0,-35.5625,138.625,S,35.5625,-46.245,46.245,154,92046
VK5KG,VK5KG,True,False,wsprnet_only,B,PF95im,6.0,-34.4792,138.7083,S,34.4792,-45.048,45.048,3,16
VK5LTP,VK5LTP,True,False,wsprnet_only,A,QG62,4.0,-27.5,153.0,S,27.5,-36.21,36.21,47,786
VK5MAD,VK5MAD,True,True,both,B,PF94gv,6.0,-35.1042,138.5417,S,35.1042,-45.747,45.747,4,3960
VK5MBY,VK5MBY,True,True,both,B,PF95hc,6.0,-34.8958,138.625,S,34.8958,-45.512,45.512,5,164
VK5MH,VK5MH,True,True,both,A,PF94gs,6.0,-35.2292,138.5417,S,35.2292,-45.884,45.884,11,2965
VK5MHZ,VK5MHZ,True,True,both,A,PF95gd,6.0,-34.8542,138.5417,S,34.8542,-45.472,45.472,14,1603
VK5MK,VK5MK,True,True,both,B,PF94hw,6.0,-35.0625,138.625,S,35.0625,-45.695,45.695,13,938
VK5NTF,VK5NTF,True,True,both,B,PF95fu,6.0,-34.1458,138.4583,S,34.1458,-44.698,44.698,25,20377
VK5NTF/A,VK5NTF,True,True,both,B,PF95fu,6.0,-34.1458,138.4583,S,34.1458,-44.698,44.698,3,433
VK5OG,VK5OG,True,True,both,A,PF94fr,6.0,-35.2708,138.4583,S,35.2708,-45.936,45.936,22,17742
VK5PJ,VK5PJ,True,True,both,A,PF95mk,6.0,-34.5625,139.0417,S,34.5625,-45.116,45.116,42,2267
VK5RA,VK5RA,True,True,both,A,PF94hw,6.0,-35.0625,138.625,S,35.0625,-45.695,45.695,50,7227
VK5RM,VK5RM,True,True,both,A,PF95gc,6.0,-34.8958,138.5417,S,34.8958,-45.517,45.517,17,307
VK5SFA,VK5SFA,True,True,both,B,PF94pu,6.0,-35.1458,139.2917,S,35.1458,-45.739,45.739,13,8753
VK5SJ,VK5SJ,True,True,both,A,PF95he,6.0,-34.8125,138.625,S,34.8125,-45.42,45.42,11,491
VK5TSV,VK5TSV,True,True,both,B,PF95gc,6.0,-34.8958,138.5417,S,34.8958,-45.517,45.517,5,1132
VK5UR,VK5UR,True,False,wsprnet_only,B,PF95,4.0,-34.5,139.0,S,34.5,-45.05,45.05,8,613
VK5UW,VK5UW,True,True,both,B,PF94gx,6.0,-35.0208,138.5417,S,35.0208,-45.655,45.655,3,265
VK5VC,VK5VC,True,True,both,B,PF95hc,6.0,-34.8958,138.625,S,34.8958,-45.512,45.512,3,614
VK5XYZ,VK5XYZ,True,True,both,A,PF94ju,6.0,-35.1458,138.7917,S,35.1458,-45.775,45.775,13,3086
VK5YY,VK5YY,True,True,both,B,PF94ju,6.0,-35.1458,138.7917,S,35.1458,-45.775,45.775,194,55025
VK5ZBI,VK5ZBI,True,True,both,A,PF95ga,6.0,-34.9792,138.5417,S,34.9792,-45.609,45.609,65,46195
VK5ZE,VK5ZE,True,True,both,A,PF86,4.0,-33.5,137.0,S,33.5,-44.08,44.08,115,73831
VK5ZMK,VK5ZMK,True,False,wsprnet_only,B,PF95,4.0,-34.5,139.0,S,34.5,-45.05,45.05,3,149
VK5ZRL,VK5ZRL,True,True,both,A,PF94gu,6.0,-35.1458,138.5417,S,35.1458,-45.793,45.793,40,1328
VK5ZX,VK5ZX,True,True,both,B,PF95jn,6.0,-34.4375,138.7917,S,34.4375,-44.996,44.996,4,716
VK6AAI,VK6AAI,True,True,both,A,OF77ww,6.0,-32.0625,115.875,S,32.0625,-43.168,43.168,33,1222
VK6AXD,VK6AXD,True,True,both,A,OF77,4.0,-32.5,115.0,S,32.5,-43.687,43.687,12,1299
VK6BSA,VK6BSA,True,True,both,A,OF98dm,6.0,-31.4792,118.2917,S,31.4792,-42.447,42.447,35,40214
VK6CPU,VK6CPU,True,False,wsprnet_only,A,OF78wb,6.0,-31.9375,115.875,S,31.9375,-43.025,43.025,151,3324
VK6CPU/P,VK6CPU,True,False,wsprnet_only,B,OF84xx,6.0,-35.0208,117.9583,S,35.0208,-46.501,46.501,6,488
VK6CQ,VK6CQ,True,True,both,B,OF78wa,6.0,-31.9792,115.875,S,31.9792,-43.072,43.072,58,303817
VK6DF,VK6DF,True,True,both,A,OF77ws,6.0,-32.2292,115.875,S,32.2292,-43.358,43.358,21,10147
VK6DKK,VK6DKK,True,True,both,B,OF77ww,6.0,-32.0625,115.875,S,32.0625,-43.168,43.168,4,190
VK6DRK,VK6DRK,True,True,both,B,OF78vf,6.0,-31.7708,115.7917,S,31.7708,-42.836,42.836,17,2655
VK6DW,VK6DW,True,True,both,B,OF88aa,6.0,-31.9792,116.0417,S,31.9792,-43.069,43.069,5,934
VK6EEN,VK6EEN,True,True,both,A,OF78wc,6.0,-31.8958,115.875,S,31.8958,-42.977,42.977,62,28719
VK6EK,VK6EK,True,True,both,B,OF86fa,6.0,-33.9792,116.4583,S,33.9792,-45.346,45.346,4,12513
VK6EY,VK6EY,True,False,wsprnet_only,B,OF85sl,6.0,-34.5208,117.5417,S,34.5208,-45.94,45.94,18,237
VK6GHZ,VK6GHZ,True,True,both,A,OF87as,6.0,-32.2292,116.0417,S,32.2292,-43.355,43.355,395,267638
VK6HQ,VK6HQ,True,True,both,A,OF87av,6.0,-32.1042,116.0417,S,32.1042,-43.212,43.212,395,477381
VK6HV,VK6HV,True,False,wsprnet_only,B,OF85wa,6.0,-34.9792,117.875,S,34.9792,-46.456,46.456,44,3869
VK6IMG,VK6IMG,True,True,both,A,OF88aa,6.0,-31.9792,116.0417,S,31.9792,-43.069,43.069,46,58088
VK6IS,VK6IS,True,True,both,B,OF88,4.0,-31.5,117.0,S,31.5,-42.499,42.499,3,32
VK6JB,VK6JB,True,True,both,A,OF77xw,6.0,-32.0625,115.9583,S,32.0625,-43.166,43.166,34,20526
VK6JE,VK6JE,True,True,both,A,OF88ab,6.0,-31.9375,116.0417,S,31.9375,-43.021,43.021,14,19316
VK6JI,VK6JI,True,True,both,B,OF78ve,6.0,-31.8125,115.7917,S,31.8125,-42.883,42.883,5,13194
VK6JJJ,VK6JJJ,True,True,both,A,PH16,4.0,-13.5,123.0,S,13.5,-21.995,21.995,276,591156
VK6JJJ/63,VK6JJJ,True,True,both,B,PH16pb,6.0,-13.9375,123.2917,S,13.9375,-22.491,22.491,5,566
VK6JKP,VK6JKP,True,True,both,B,OF77xu,6.0,-32.1458,115.9583,S,32.1458,-43.261,43.261,4,159
